high,low,close,ADX
0.5099999904632568,0.4300000071525574,0.46399998664855957,
0.46000000834465027,0.4099999964237213,0.41999998688697815,
0.4339999854564667,0.4000000059604645,0.41999998688697815,
0.4399999976158142,0.4000000059604645,0.4009999930858612,
0.40799999237060547,0.3569999933242798,0.3970000147819519,
0.4339999854564667,0.3630000054836273,0.40299999713897705,
0.40299999713897705,0.3799999952316284,0.38999998569488525,
0.39899998903274536,0.35899999737739563,0.3869999945163727,
0.38999998569488525,0.3499999940395355,0.3569999933242798,
0.3630000054836273,0.3400000035762787,0.35600000619888306,
0.3880000114440918,0.33000001311302185,0.3310000002384186,
0.4189999997615814,0.3199999928474426,0.414000004529953,
0.4339999854564667,0.36399999260902405,0.4129999876022339,
0.44999998807907104,0.38999998569488525,0.4490000009536743,
0.41999998688697815,0.3880000114440918,0.39899998903274536,
0.4189999997615814,0.3779999911785126,0.39800000190734863,
0.4399999976158142,0.38499999046325684,0.4180000126361847,
0.4390000104904175,0.3799999952316284,0.41999998688697815,
0.48399999737739563,0.41999998688697815,0.4339999854564667,
0.4699999988079071,0.4000000059604645,0.44600000977516174,
0.4830000102519989,0.4399999976158142,0.4519999921321869,
0.47699999809265137,0.4180000126361847,0.4390000104904175,
0.44999998807907104,0.4000000059604645,0.4050000011920929,
0.4399999976158142,0.38999998569488525,0.4099999964237213,
0.41999998688697815,0.3799999952316284,0.4000000059604645,
0.39500001072883606,0.3540000021457672,0.3709999918937683,
0.3889999985694885,0.3499999940395355,0.36399999260902405,
0.3700000047683716,0.33000001311302185,0.34200000762939453,11.417200465511486
0.3840000033378601,0.3319999873638153,0.35899999737739563,12.039547583098653
0.3720000088214874,0.3319999873638153,0.3580000102519989,12.617441335143878
0.3799999952316284,0.3330000042915344,0.3700000047683716,12.816267670954677
0.3880000114440918,0.33000001311302185,0.3499999940395355,12.66565043418494
0.35499998927116394,0.33000001311302185,0.3400000035762787,12.525791571470185
0.3499999940395355,0.33000001311302185,0.3479999899864197,12.39592262752077
0.36000001430511475,0.3330000042915344,0.34299999475479126,11.803207747244084
0.3499999940395355,0.3149999976158142,0.33000001311302185,11.963389662059212
0.3400000035762787,0.3100000023841858,0.3240000009536743,12.296908042236907
0.328000009059906,0.20999999344348907,0.2590000033378601,14.948553012071306
0.27900001406669617,0.2529999911785126,0.2750000059604645,17.410794769774675
0.289000004529953,0.26100000739097595,0.27799999713897705,19.231588439272144
1.0299999713897705,0.5566999912261963,0.6693999767303467,22.7228878566233
