Date,Buy Time,Buy Price,Sell Time,Sell Price,Profit,RSI_Buy,RSI_Sell,MACD_Buy,MACD_Sell,ATR_Buy,ATR_Sell,Volume_Buy,Volume_Sell,Stoch_K_Buy,Stoch_K_Sell,Stoch_D_Buy,Stoch_D_Sell,UpperBand_Buy,MiddleBand_Buy,LowerBand_Buy,UpperBand_Sell,MiddleBand_Sell,LowerBand_Sell,Symbol
2025-02-03,2025-02-03 09:30:00-05:00,8.050000190734863,2025-02-03 11:00:00-05:00,9.5,1.4499998092651367,,60.91151560655826,,,,0.27462520723206146,365835,160354,,85.46809211992483,,89.18523046384291,,,,,,,LTBR
2025-02-04,2025-02-04 11:00:00-05:00,8.699999809265137,2025-02-04 12:10:00-05:00,9.819899559020996,1.1198997497558594,42.20528090555411,77.65688331657226,-0.04800771776718449,0.169595063022415,0.151694074961863,0.1463930784189525,89153,61818,25.266550853019513,90.26964537691781,29.636398018474136,91.37888669290527,9.260174624441412,9.026235008239746,8.792295392038081,9.757633426014847,9.150899982452392,8.544166538889938,LTBR
2025-02-05,2025-02-05 10:35:00-05:00,9.15999984741211,2025-02-05 10:55:00-05:00,10.479900360107422,1.3199005126953125,39.926969686448516,67.67316455774397,0.027799103076933562,0.11409184654170446,0.21732160447735563,0.27002878400425673,123608,315809,13.46198199675016,70.78916923216845,24.59841131662507,46.64708142263678,10.028279609084459,9.560379886627198,9.092480164169936,10.242659833035011,9.653884887695312,9.065109942355614,LTBR
2025-02-07,2025-02-07 09:30:00-05:00,9.010000228881836,2025-02-07 14:55:00-05:00,12.679900169372559,3.6698999404907227,76.02226463696316,71.45893433905867,0.03682250993749392,0.18449356866053712,0.15628658258904607,0.21568938322770648,194711,203081,57.54889520309018,87.98248479338874,40.53924417174971,90.2483042986742,9.15238086384356,8.779495143890381,8.406609423937203,12.489953774636524,12.176529932022095,11.863106089407667,LTBR
2025-02-03,2025-02-03 09:30:00-05:00,2.0299999713897705,2025-02-03 12:15:00-05:00,2.2899999618530273,0.25999999046325684,,,,,,,0,102,,,,,,,,,,,FORA
2025-02-04,2025-02-04 11:10:00-05:00,2.160099983215332,2025-02-04 12:20:00-05:00,2.390000104904175,0.22990012168884277,48.132152469884936,65.61007836245386,,,0.0372572107561472,0.04793454251662366,94,562,47.215590232133735,59.99555715314248,56.39806071857935,51.81400505187131,2.3427019084623177,2.2473399877548217,2.1519780670473256,2.3633187674764637,2.2638399839401244,2.164361200403785,FORA
2025-02-05,2025-02-05 12:25:00-05:00,2.2950000762939453,2025-02-05 14:10:00-05:00,2.5999999046325684,0.30499982833862305,61.32191897732231,79.1809785243718,0.044371172810383275,0.05933377091872005,0.029663882533970155,0.037330553270382816,1702,203,91.28599048745976,99.99999999999999,91.29565812469268,90.98561102424823,2.4647709048507562,2.333835005760193,2.2028991066696295,2.538998782091208,2.3760050177574157,2.2130112534236233,FORA
2025-02-07,2025-02-07 11:10:00-05:00,2.299999952316284,2025-02-07 12:35:00-05:00,2.5199999809265137,0.2200000286102295,30.362121016542616,56.56960525552518,-0.01913971363754241,-0.007802729968822142,0.030604517576918483,0.04562977774224841,879,5104,26.666666666666654,75.00002980231527,31.111111111111104,51.6666898462452,2.5507349671366124,2.456005024909973,2.3612750826833335,2.5503429764884133,2.4515050292015075,2.3526670819146016,FORA
2025-02-04,2025-02-04 09:30:00-05:00,3.011399984359741,2025-02-04 15:30:00-05:00,3.2200000286102295,0.20860004425048828,43.158898297857654,60.99113998413272,,0.026423964450262627,0.04239239657959527,0.03366581878331646,2065,2020,57.03077998477253,81.490777737176,80.92948953447952,64.79174300559923,3.1807747880010453,3.039930021762848,2.8990852555246507,3.216659117349624,3.1550050377845764,3.0933509582195287,MGRX
2025-02-06,2025-02-06 09:50:00-05:00,2.9800000190734863,2025-02-06 15:45:00-05:00,3.440000057220459,0.46000003814697266,26.499153941716973,67.66505811165997,-0.03740652402130129,0.06254833007578942,0.03147814217319243,0.058792058135654655,5692,14190,14.739333049142735,70.2133208319932,12.855791921084972,73.07477216692088,3.28304177802051,3.1562450170516967,3.0294482560828833,3.376678195979637,3.156465029716492,2.9362518634533465,MGRX
2025-02-07,2025-02-07 09:30:00-05:00,3.5999999046325684,2025-02-07 10:55:00-05:00,4.400000095367432,0.8000001907348633,80.65087924512987,79.532402545167,0.11083869603622087,0.24970447117506112,0.07825775421401847,0.12055842535612944,38311,63538,93.51297048988103,92.90494003558096,86.10950240826332,91.23043514290875,3.5634683844732535,3.2322150349617003,2.900961685450147,4.5104716981138795,4.001530039310455,3.492588380507031,MGRX
2025-02-03,2025-02-03 09:30:00-05:00,25.600000381469727,2025-02-03 09:50:00-05:00,25.68000030517578,0.07999992370605469,,,,,,,0,172,,,,,,,,,,,GLADZ
2025-02-04,2025-02-04 13:35:00-05:00,25.600099563598633,2025-02-04 13:55:00-05:00,25.68000030517578,0.07990074157714844,,,,,,,1100,1400,,,,,,,,,,,GLADZ
2025-02-06,2025-02-06 11:30:00-05:00,25.600000381469727,2025-02-06 13:20:00-05:00,25.670000076293945,0.06999969482421875,,57.06160530180975,,,,0.03910436435621612,1000,592,,,,,,,,,,,GLADZ
2025-02-03,2025-02-03 09:45:00-05:00,39.99580001831055,2025-02-03 10:40:00-05:00,41.16999816894531,1.1741981506347656,,,,,,,802,5411,,,,,,,,,,,GNTY
2025-02-04,2025-02-04 09:30:00-05:00,40.369998931884766,2025-02-04 15:50:00-05:00,41.97999954223633,1.6100006103515625,40.435405016491615,65.12420149864042,8.100728631887932e-05,0.17692138031885918,0.16795720651102103,0.1338330321368461,658,768,42.222448278931374,84.74946633738948,51.48158980032127,77.43290381301951,41.10014767096741,40.834449768066406,40.5687518651654,41.8286803053964,41.491499519348146,41.154318733299895,GNTY
2025-02-05,2025-02-05 12:00:00-05:00,41.622798919677734,2025-02-05 15:55:00-05:00,42.27000045776367,0.6472015380859375,51.98152491270787,66.25864157562569,0.1528290557989891,0.15398481600801972,0.12356582469909448,0.12004312314774981,798,4344,47.12884390813548,89.60669500393429,66.2451810997609,87.43240712328475,42.0471127554163,41.65738945007324,41.26766614473018,42.19057212612859,41.92263965606689,41.65470718600519,GNTY
2025-02-03,2025-02-03 09:30:00-05:00,2.055000066757202,2025-02-03 10:05:00-05:00,2.1898999214172363,0.13489985466003418,,,,,,,1434556,645558,,,,,,,,,,,IQ
2025-02-04,2025-02-04 09:30:00-05:00,2.1500000953674316,2025-02-04 11:15:00-05:00,2.2899999618530273,0.1399998664855957,81.27818247176263,78.46541195726029,0.004063219309453636,0.03592860613742532,0.018241135816781273,0.02096806606679447,980193,635977,37.373836988645074,94.99579812325685,21.643250940502764,94.1231945541366,2.151867146014467,2.1099749565124513,2.0680827670104356,2.292162436436075,2.2193299889564515,2.146497541476828,IQ
2025-02-05,2025-02-05 09:30:00-05:00,2.140000104904175,2025-02-05 09:45:00-05:00,2.2300000190734863,0.08999991416931152,36.075924108883164,59.051294856473945,-0.006319794306818949,-0.0032565439278489094,0.01801409634080752,0.019859535975287643,1718687,579296,55.706550967540245,85.04555652586458,50.21127202261576,72.09554268256254,2.222518835088681,2.2036749720573425,2.184831109026004,2.2216483951609445,2.201929974555969,2.1822115539509936,IQ
2025-02-07,2025-02-07 11:00:00-05:00,2.319999933242798,2025-02-07 11:25:00-05:00,2.450000047683716,0.13000011444091797,46.661171624533445,54.881871939497174,0.007184422110642075,0.0008150934552570988,0.03309153822559401,0.03626641081636591,954517,4483713,21.38891460715797,30.694472867000275,41.53367785110709,27.444477778859536,2.4288685298714543,2.372500014305115,2.3161314987387756,2.427667208611494,2.3725350141525268,2.3174028196935597,IQ
2025-02-03,2025-02-03 09:30:00-05:00,43.15999984741211,2025-02-03 11:00:00-05:00,45.27000045776367,2.1100006103515625,,81.55034682807467,,,,0.2915524899119063,20028,37501,,85.8405720089154,,84.6559679903317,,,,,,,FUN
2025-02-05,2025-02-05 10:00:00-05:00,43.90999984741211,2025-02-05 12:05:00-05:00,45.220001220703125,1.3100013732910156,45.592786950240836,69.53215176818823,0.0442970886724936,0.22474942133320042,0.2194951848205982,0.15816042401243058,8403,3931,22.515087472830505,93.18615849245582,30.258837147157468,93.72524906894695,44.50920579600611,44.18437538146973,43.85954496693335,45.33748480278835,44.75294494628906,44.16840508978977,FUN
2025-02-04,2025-02-04 09:30:00-05:00,1.5,2025-02-04 10:45:00-05:00,1.590000033378601,0.09000003337860107,52.789024896674185,65.69380175887925,-0.0028562166630270447,0.011888815642563166,0.017715161193145635,0.0183406531063882,2637,2966,33.33333333333332,92.30766879501107,19.481465586894366,97.43588959833703,1.5048192208212994,1.4770650207996368,1.4493108207779741,1.545974238012181,1.4913150072097778,1.4366557764073746,AKAN
2025-02-05,2025-02-05 09:30:00-05:00,1.5800000429153442,2025-02-05 10:45:00-05:00,1.899999976158142,0.31999993324279785,63.55236585038657,74.01639216603535,0.015644117832811943,0.06873488181112886,0.023068064705909996,0.06757256970353966,28756,53123,73.33331743878415,84.84227131252165,53.333285649685756,80.01618990545099,1.5972027559348072,1.553989988565445,1.5107772211960826,1.8924427780974729,1.7049049973487853,1.5173672166000978,AKAN
2025-02-06,2025-02-06 09:50:00-05:00,1.6100000143051147,2025-02-06 10:20:00-05:00,1.840000033378601,0.23000001907348633,41.80466612855345,65.34600831220897,-0.006396898894285297,0.01602600007924404,0.041566526652128746,0.05340646270902627,5885,38857,44.07408633839973,86.8614440657032,55.18519744951083,73.96421105283594,1.7240029317859349,1.6714200019836425,1.61883707218135,1.7769852333208065,1.6858250021934509,1.5946647710660953,AKAN
2025-02-06,2025-02-06 09:35:00-05:00,8.720000267028809,2025-02-06 13:00:00-05:00,9.0,0.2799997329711914,59.94035130184186,68.1532113306333,0.0028990189031716795,0.02248810647196997,0.04071557114806222,0.02386079987348464,24312,44503,68.69637879170828,86.98147673452151,68.34016578565313,87.69230803065248,8.792315607464277,8.710249948501588,8.628184289538899,8.964863392003247,8.909999990463257,8.855136588923267,DNUT
2025-02-03,2025-02-03 09:30:00-05:00,54.68000030517578,2025-02-03 11:00:00-05:00,56.255001068115234,1.5750007629394531,,57.940198262971634,,,,0.2912927856619513,41395,20636,,87.97880047939238,,88.1256483967465,,,,,,,CNM
2025-02-06,2025-02-06 09:35:00-05:00,54.47999954223633,2025-02-06 11:10:00-05:00,55.7599983215332,1.279998779296875,59.08656092027342,63.76959558323858,-0.020379478057684253,0.2082871025879598,0.15753961165234534,0.16976829093578447,8315,9540,31.46566980201897,84.09510833064428,16.650634178191282,86.5286039101051,54.91499768863609,54.703499984741214,54.492002280846336,55.90953331705722,55.31975040435791,54.729967491658606,CNM
2025-02-03,2025-02-03 09:40:00-05:00,4.1072998046875,2025-02-03 14:05:00-05:00,4.449999809265137,0.3427000045776367,,56.101428072305005,,,,0.13885623581555423,615,4812,,,,,,,,,,,UXIN
2025-02-05,2025-02-05 09:35:00-05:00,4.111800193786621,2025-02-05 15:25:00-05:00,4.289999961853027,0.17819976806640625,49.18151196305458,58.02946015676804,-0.010669759726982697,0.024990564843858643,0.054508931441555296,0.04163585983844159,2649,3157,79.93489074106634,84.61529056474588,82.44298454910887,86.91246424192401,4.213300434880747,4.135905003547668,4.058509572214589,4.308550209461409,4.213205003738404,4.117859798015398,UXIN
2025-02-06,2025-02-06 11:35:00-05:00,4.139999866485596,2025-02-06 15:40:00-05:00,4.340000152587891,0.20000028610229492,43.67503662615996,74.00529614694294,-0.010948021236905525,0.012577336167030495,0.04068121108293414,0.0327033454662405,613,6720,10.360106578822666,91.11109698256678,11.877515910165071,62.22217983658927,4.280576516653946,4.207339954376221,4.1341033920984955,4.267060017483768,4.1919999599456785,4.116939902407589,UXIN
2025-02-07,2025-02-07 09:30:00-05:00,4.239999771118164,2025-02-07 12:15:00-05:00,4.824999809265137,0.5850000381469727,52.2961436865794,85.5886884890402,0.029229675297337998,0.09338903167921941,0.043009294900000404,0.04999030681482334,996,8678,79.31612645547283,86.73312443385686,91.05405372360589,86.1635110942651,4.341462373860807,4.216699957847595,4.091937541834383,4.725214759067247,4.557435083389282,4.3896554077113175,UXIN
2025-02-04,2025-02-04 09:30:00-05:00,16.75,2025-02-04 15:50:00-05:00,17.329999923706055,0.5799999237060547,27.307268051694095,63.36095074876839,-0.05726258901876591,0.07164427706793575,0.0571232692769041,0.053123076769722055,700,2803,13.685484728249714,86.23223259748231,24.88685499232736,81.83146912234139,17.303368013599947,17.073229694366454,16.84309137513296,17.370833195894615,17.185865211486817,17.00089722707902,TBCH
2025-02-06,2025-02-06 10:00:00-05:00,17.049999237060547,2025-02-06 15:50:00-05:00,17.780000686645508,0.7300014495849609,44.962489584445656,52.76768591788107,-0.027685918207225768,0.023224451665512902,0.06450226261242678,0.1106902168793726,2461,8852,37.31167579318687,92.39142285406619,29.505308858978797,95.6182011033784,17.37063002812893,17.211799812316894,17.05296959650486,17.83001903727709,17.56999988555908,17.309980733841073,TBCH
2025-02-03,2025-02-03 10:10:00-05:00,16.030000686645508,2025-02-03 10:40:00-05:00,16.5,0.4699993133544922,,64.91787574779663,,,,0.07122857230050224,1640,11188,,,,,,,,,,,DRVN
2025-02-05,2025-02-05 10:05:00-05:00,16.1299991607666,2025-02-05 14:15:00-05:00,16.540000915527344,0.4100017547607422,37.68905505178643,83.24850833421729,0.00784829412140553,0.0599693919283979,0.0411803894565861,0.02376596107771897,11546,1582,16.91240079917297,98.0391716874792,42.968778968732806,96.94415534964263,16.34426995024321,16.236244869232177,16.128219788221145,16.54219999346254,16.416775035858155,16.29135007825377,DRVN
2025-02-03,2025-02-03 09:30:00-05:00,38.84000015258789,2025-02-03 15:45:00-05:00,40.13999938964844,1.2999992370605469,,53.510359651052866,,0.04679409965127235,,0.09588585237525991,61708,29730,,70.68499399178113,,59.665353560957584,,,,40.03246473458249,39.93158512115478,39.830705507727075,VIRT
2025-02-04,2025-02-04 09:40:00-05:00,39.61000061035156,2025-02-04 11:15:00-05:00,40.689998626708984,1.0799980163574219,45.534950057286636,69.35498428360371,0.026354206490914578,0.15380462620821334,0.14989027974660907,0.14389215518815154,10560,10494,48.64861528083261,92.14915829651198,40.101653776831874,90.14413085792584,40.073685597248236,39.93549518585205,39.79730477445586,40.74411475457896,40.26514530181885,39.786175849058736,VIRT
2025-02-05,2025-02-05 09:30:00-05:00,40.17300033569336,2025-02-05 15:20:00-05:00,41.369998931884766,1.1969985961914062,62.164051160899255,56.00779309751774,0.02567976747262435,0.08122703495993733,0.1112238514610501,0.08886924435401354,10330,49121,65.62878488146465,74.74744385096437,56.799511878585726,83.59501021577144,40.18844218926678,40.03984031677246,39.891238444278144,41.32673304809626,41.14775047302246,40.968767897948666,VIRT
2025-02-03,2025-02-03 09:35:00-05:00,16.479999542236328,2025-02-03 11:45:00-05:00,16.985000610351562,0.5050010681152344,,66.36805513052228,,,,0.06666456993682206,302532,121328,,90.54119808580356,,87.85389305420826,,,,17.05686257867714,16.894350051879883,16.731837525082625,HBAN
2025-02-04,2025-02-04 09:30:00-05:00,16.84000015258789,2025-02-04 11:25:00-05:00,17.100000381469727,0.26000022888183594,58.03702272305185,71.56898685186415,0.002779396864237782,0.03782817237770786,0.040461358821405495,0.04138321800593396,275207,338334,39.5830849804099,94.43404559313733,35.20898154076704,92.56622222974487,16.93074952999737,16.88807020187378,16.84539087375019,17.07226496618638,16.96965503692627,16.867045107666158,HBAN
2025-02-06,2025-02-06 09:35:00-05:00,16.709999084472656,2025-02-06 15:55:00-05:00,17.18000030517578,0.470001220703125,32.57800593247334,68.61067310372437,0.007792907478563649,0.0223253503198535,0.047776178374421836,0.03693207898902675,425804,1141858,36.261840063780525,91.26692141952005,60.875713493770945,92.39376326202513,16.944686623092736,16.849010181427,16.753333739761267,17.15704296557153,17.08876476287842,17.020486560185308,HBAN
2025-02-04,2025-02-04 11:55:00-05:00,0.8230000138282776,2025-02-04 12:10:00-05:00,0.8999000191688538,0.07690000534057617,,,,,,,897,0,,,,,,,,,,,EPOW
2025-02-07,2025-02-07 11:30:00-05:00,0.8700000047683716,2025-02-07 15:55:00-05:00,0.9100000262260437,0.04000002145767212,42.18914005516006,53.546137087785596,0.002984194292538489,0.0035541587269959374,0.01723377832299115,0.015263965853131873,1828,548,28.684195666427218,52.49999738576036,35.70173860879929,44.897649031703104,0.9372047703252913,0.8952199876308441,0.8532352049363969,0.938717223772671,0.897314989566803,0.855912755360935,EPOW
2025-02-05,2025-02-05 09:30:00-05:00,0.10000000149011612,2025-02-05 10:00:00-05:00,0.12030000239610672,0.0203000009059906,,,,,,,450,490,,,,,,,,,,,AITRR
2025-02-04,2025-02-04 09:40:00-05:00,282.5350036621094,2025-02-04 11:40:00-05:00,288.7900085449219,6.2550048828125,45.793313870067834,64.43289291743176,0.23661548114108655,0.9880023125311368,0.705166502027544,0.6564912083109592,7208,4780,53.314224695104855,94.9586324766309,50.74815717390848,88.29662113866748,284.19849979880905,283.3707504272461,282.54300105568313,289.18421909645116,287.46100158691405,285.73778407737694,EVR
2025-02-03,2025-02-03 09:30:00-05:00,26.670000076293945,2025-02-03 15:50:00-05:00,27.3700008392334,0.7000007629394531,,52.662578740991705,,0.016457128266385013,,0.05022147326650312,59090,115368,,67.59249447998873,,55.86398821873605,,,,27.30019580251474,27.24974994659424,27.19930409067374,GPK
2025-02-06,2025-02-06 09:30:00-05:00,26.459999084472656,2025-02-06 13:55:00-05:00,27.15999984741211,0.7000007629394531,63.74556711108994,64.40490723996635,-0.06339270139845965,0.05338485100743284,0.08587786528236385,0.06717014664412757,48332,26983,52.809813518270765,82.56688442840154,29.651980549525337,56.968544744461745,26.785559299210266,26.528125,26.270690700789732,27.08136889129364,26.986749839782714,26.89213078827179,GPK
2025-02-03,2025-02-03 09:30:00-05:00,34.45500183105469,2025-02-03 15:25:00-05:00,35.779998779296875,1.3249969482421875,,61.62055451260127,,0.10627222594597896,,0.07813031327781224,115487,21650,,91.04473646253238,,94.54584176135852,,,,35.82217251754669,35.5732500076294,35.324327497712105,CZR
2025-02-04,2025-02-04 10:40:00-05:00,35.400001525878906,2025-02-04 15:55:00-05:00,36.18000030517578,0.779998779296875,42.805864719079274,68.72860036781664,-0.026009183220075727,0.06066044435014106,0.13354285245802036,0.06606490089031684,15567,181213,8.173596600445345,87.8679394112712,8.684182636234125,89.19925610145644,35.83651377338415,35.60762462615967,35.37873547893519,36.14927201593425,35.98145046234131,35.81362890874836,CZR
2025-02-05,2025-02-05 09:55:00-05:00,35.70000076293945,2025-02-05 12:05:00-05:00,36.40999984741211,0.7099990844726562,36.983119676822405,68.9599786578323,0.008141129211310272,0.08853073177841253,0.1095558576653064,0.08720011845927034,17232,18313,13.832078088560507,93.23286150437048,18.921641433079774,94.59608193082613,36.186074190489066,35.99320049285889,35.80032679522871,36.4115584639965,36.20254993438721,35.993541404777915,CZR
2025-02-03,2025-02-03 09:40:00-05:00,25.00200080871582,2025-02-03 09:55:00-05:00,25.200000762939453,0.1979999542236328,,,,,,,431,423,,,,,,,,,,,AGNCM
2025-02-04,2025-02-04 09:30:00-05:00,25.110000610351562,2025-02-04 15:30:00-05:00,25.189899444580078,0.07989883422851562,56.755908298976124,61.12561299628242,,0.01937811604674522,0.028030539120626592,0.023514828279069488,1203,249,30.952770208901004,80.18758723998229,42.063578564940975,75.18099162598212,25.166638425549,25.121715259552,25.076792093555003,25.19949754142559,25.149230003356934,25.098962465288277,AGNCM
2025-02-04,2025-02-04 09:30:00-05:00,31.597999572753906,2025-02-04 14:55:00-05:00,32.560001373291016,0.9620018005371094,49.07752716541513,68.00932249269981,-0.009553498896686108,0.07174393740223906,0.07980116412203372,0.055795446212650306,10590,11925,24.81840581590988,89.11982469971622,14.29124998391134,92.89027673847659,32.058144603992226,31.899999618530273,31.74185463306832,32.51213642631973,32.22799987792969,31.943863329539656,FIBK
2025-02-05,2025-02-05 10:05:00-05:00,32.40999984741211,2025-02-05 15:55:00-05:00,33.040000915527344,0.6300010681152344,54.85081278700944,77.36161139682606,0.05647389852030926,0.07054837272425374,0.08855465280070297,0.04022541820594853,2843,34223,39.2024399977196,92.49247444180357,44.976531174581446,93.2962308981269,32.690360455264695,32.47276496887207,32.255169482479445,33.0085596386874,32.82699966430664,32.64543968992588,FIBK
2025-02-06,2025-02-06 09:50:00-05:00,32.86000061035156,2025-02-06 12:40:00-05:00,33.34000015258789,0.4799995422363281,52.20295909123842,70.06121361964887,0.0669799709602259,0.07170922003654567,0.05967693139508277,0.0396844490019187,3078,2967,37.18152075967245,96.49112239912726,52.78570327382588,94.20026619080382,33.11660410024925,32.89109992980957,32.66559575936989,33.33356439167875,33.204899597167966,33.07623480265718,FIBK
2025-02-04,2025-02-04 09:35:00-05:00,6.599999904632568,2025-02-04 10:25:00-05:00,6.949999809265137,0.34999990463256836,35.60326221330334,76.1748381422466,-0.014974116540515503,0.06269544520536474,0.023996197881088706,0.04303171784095726,5454,9654,7.500178814104838,88.44162558356385,5.833551883905955,84.86777546649516,6.704603648372197,6.655600047111511,6.606596445850824,6.961207221943046,6.733500051498413,6.50579288105378,SHIP
2025-02-05,2025-02-05 09:30:00-05:00,6.664999961853027,2025-02-05 09:40:00-05:00,6.784999847412109,0.11999988555908203,24.46999544070935,55.89628153267313,-0.029611215482317377,-0.018888230786922477,0.02387325948275254,0.028377419355355267,17082,1998,3.979125924834575,63.06589267859612,4.540240500565043,32.25919264956454,6.842103761649809,6.758244943618775,6.67438612558774,6.827477563441493,6.753234934806824,6.678992306172155,SHIP
2025-02-03,2025-02-03 09:35:00-05:00,45.76959991455078,2025-02-03 15:50:00-05:00,48.20000076293945,2.430400848388672,,73.98466464701208,,,,0.18253379708181197,1043,2528,,89.53146037997944,,93.82581670881534,,,,48.119934296614076,47.77666053771973,47.43338677882538,THFF
2025-02-04,2025-02-04 09:40:00-05:00,47.64500045776367,2025-02-04 14:55:00-05:00,50.255001068115234,2.6100006103515625,61.05117251699357,69.22256603285909,,0.357091697650084,0.19422542045893482,0.14415321029925263,869,1424,53.696492556144335,91.14962632121551,74.9843162027231,96.5634206808931,48.13758493106359,47.80641059875488,47.47523626644617,50.237850349823546,49.66845016479492,49.09904997976629,THFF
